Station_ID,date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,power
station02,2018-10-13 18:45:00,0.0,0.0,9.96,57.54,0,0,11.4,0.0
station02,2018-10-13 19:00:00,0.0,0.0,9.84,57.96,0,0,10.9,0.0
station02,2018-10-13 19:15:00,0.0,0.0,9.71,58.43,0,0,11.3,0.0
station02,2018-10-13 19:30:00,0.0,0.0,9.59,58.82,0,0,11.1,0.0
station02,2018-10-13 19:45:00,0.0,0.0,9.5,59.17,0,0,10.8,0.0
station02,2018-10-13 20:00:00,0.0,0.0,9.4,59.54,0,0,10.8,0.0
station02,2018-10-13 20:15:00,0.0,0.0,9.29,59.96,0,0,10.5,0.0
station02,2018-10-13 20:30:00,0.0,0.0,9.19,60.35,0,0,10.9,0.0
station02,2018-10-13 20:45:00,0.0,0.0,9.1,60.69,0,0,10.9,0.0
station02,2018-10-13 21:00:00,0.0,0.0,9.03,61.0,0,0,10.9,0.0
station02,2018-10-13 21:15:00,0.0,0.0,8.97,61.26,0,0,10.9,0.0
station02,2018-10-13 21:30:00,0.0,0.0,8.95,61.38,0,0,10.7,0.0
station02,2018-10-13 21:45:00,0.0,0.0,8.97,61.33,0,0,10.6,0.0
station02,2018-10-13 22:00:00,0.0,0.0,8.98,61.33,0,0,10.5,0.0
station02,2018-10-13 22:15:00,0.0,0.0,9.01,61.28,0,0,10.8,0.0
station02,2018-10-13 22:30:00,0.0,0.0,9.05,61.16,0,0,11.0,0.0
station02,2018-10-13 22:45:00,7.79,3.18,9.14,60.98,4,3,10.6,0.0
station02,2018-10-13 23:00:00,29.18,17.94,9.36,60.59,17,13,10.8,0.19887
station02,2018-10-13 23:15:00,69.25,51.01,9.9,59.08,34,27,11.3,0.49056
station02,2018-10-13 23:30:00,97.94,76.26,10.46,57.65,57,43,11.4,0.89418
station02,2018-10-13 23:45:00,141.56,116.1,11.25,55.79,71,51,11.5,1.0934700000000002
station02,2018-10-14 00:00:00,170.48,142.98,12.19,53.63,94,64,11.3,1.47756
station02,2018-10-14 00:15:00,213.68,183.49,13.06,49.99,112,80,11.6,1.76883
station02,2018-10-14 00:30:00,248.62,215.97,13.79,48.23,190,128,12.1,2.76906
station02,2018-10-14 00:45:00,296.01,258.34,14.63,46.18,183,128,12.2,2.80896
station02,2018-10-14 01:00:00,331.18,291.45,15.33,43.51,254,177,12.5,3.84006
station02,2018-10-14 01:15:00,381.82,340.32,16.03,42.09,298,204,13.1,4.59879
station02,2018-10-14 01:30:00,410.8,368.39,16.74,40.52,326,226,13.4,5.1156
station02,2018-10-14 01:45:00,441.57,398.93,17.25,38.54,414,310,13.8,6.783631
station02,2018-10-14 02:00:00,453.74,411.84,17.76,37.67,364,233,14.8,6.5263800000000005
station02,2018-10-14 02:15:00,470.94,429.29,18.25,36.33,366,231,15.4,5.575080000000001
station02,2018-10-14 02:30:00,478.18,436.86,18.61,35.7,319,230,16.0,5.17545
station02,2018-10-14 02:45:00,494.57,453.05,18.99,35.3,383,264,15.9,5.899321
station02,2018-10-14 03:00:00,492.63,443.28,19.35,34.8,483,317,16.4,6.98061
station02,2018-10-14 03:15:00,515.24,470.55,19.68,34.11,593,381,16.9,8.658509
station02,2018-10-14 03:30:00,525.69,483.21,19.92,34.04,683,445,17.9,9.418711
station02,2018-10-14 03:45:00,526.59,484.38,20.13,34.22,627,426,18.799999,8.702611
station02,2018-10-14 04:00:00,520.2,478.86,20.29,34.57,655,448,19.1,9.41934
station02,2018-10-14 04:15:00,508.59,468.2,20.41,35.02,608,419,19.700001,8.69904
station02,2018-10-14 04:30:00,493.43,454.15,20.49,35.52,528,365,19.5,7.362389999999999
station02,2018-10-14 04:45:00,473.92,435.89,20.55,35.88,552,378,19.6,8.247121
station02,2018-10-14 05:00:00,456.06,419.16,20.59,36.18,607,416,19.6,8.73348
station02,2018-10-14 05:15:00,436.92,400.95,20.61,36.5,562,383,19.5,8.38068
station02,2018-10-14 05:30:00,426.61,391.0,20.64,36.73,530,368,19.5,8.021371
station02,2018-10-14 05:45:00,416.1,380.44,20.69,36.8,429,300,19.6,6.34872
station02,2018-10-14 06:00:00,416.08,379.65,20.76,36.67,492,352,19.700001,7.286789999999999
station02,2018-10-14 06:15:00,411.04,373.67,20.84,36.38,457,333,19.5,6.631589999999999
station02,2018-10-14 06:30:00,415.01,376.16,20.95,35.96,306,231,19.6,4.81698
station02,2018-10-14 06:45:00,405.65,365.7,21.03,35.54,253,195,19.4,4.136369999999999
station02,2018-10-14 07:00:00,400.86,359.79,21.11,35.11,193,151,19.299999,3.01518
station02,2018-10-14 07:15:00,373.27,332.34,21.15,34.72,137,113,19.1,2.36838
station02,2018-10-14 07:30:00,350.81,310.27,21.19,34.26,209,160,19.1,3.36924
station02,2018-10-14 07:45:00,305.92,267.18,21.2,33.82,134,104,19.0,2.11449
station02,2018-10-14 08:00:00,273.37,236.21,21.21,33.34,83,71,18.799999,1.38663
station02,2018-10-14 08:15:00,221.89,187.67,21.15,33.05,63,53,18.6,1.05672
station02,2018-10-14 08:30:00,186.82,154.94,21.07,32.88,81,70,18.5,1.47882
station02,2018-10-14 08:45:00,133.88,106.34,20.88,33.16,65,55,18.5,1.1088
station02,2018-10-14 09:00:00,98.62,74.84,20.59,34.01,65,50,18.299999,1.07352
station02,2018-10-14 09:15:00,47.88,31.36,19.91,36.17,23,18,17.9,0.35427
station02,2018-10-14 09:30:00,20.21,10.8,19.21,38.14,4,4,17.4,0.06825
station02,2018-10-14 09:45:00,0.0,0.0,18.71,38.78,0,0,17.1,0.0
station02,2018-10-14 10:00:00,0.0,0.0,18.41,39.28,0,0,16.700001,0.0
station02,2018-10-14 10:15:00,0.0,0.0,18.17,39.6,0,0,16.4,0.0
station02,2018-10-14 10:30:00,0.0,0.0,18.01,39.77,0,0,16.1,0.0
station02,2018-10-14 10:45:00,0.0,0.0,17.85,39.96,0,0,15.8,0.0
station02,2018-10-14 11:00:00,0.0,0.0,17.73,40.05,0,0,15.4,0.0
station02,2018-10-14 11:15:00,0.0,0.0,17.61,40.22,0,0,15.0,0.0
station02,2018-10-14 11:30:00,0.0,0.0,17.43,40.71,0,0,14.9,0.0
station02,2018-10-14 11:45:00,0.0,0.0,17.17,41.49,0,0,14.6,0.0
station02,2018-10-14 12:00:00,0.0,0.0,16.93,42.32,0,0,14.2,0.0
station02,2018-10-14 12:15:00,0.0,0.0,16.62,43.35,0,0,14.1,0.0
station02,2018-10-14 12:30:00,0.0,0.0,16.29,44.5,0,0,13.4,0.0
station02,2018-10-14 12:45:00,0.0,0.0,15.95,45.62,0,0,14.1,0.0
station02,2018-10-14 13:00:00,0.0,0.0,15.62,46.62,0,0,13.6,0.0
station02,2018-10-14 13:15:00,0.0,0.0,15.38,47.26,0,0,13.9,0.0
station02,2018-10-14 13:30:00,0.0,0.0,15.04,48.16,0,0,13.8,0.0
station02,2018-10-14 13:45:00,0.0,0.0,14.71,49.04,0,0,13.3,0.0
station02,2018-10-14 14:00:00,0.0,0.0,14.3,50.24,0,0,12.9,0.0
station02,2018-10-14 14:15:00,0.0,0.0,13.89,51.49,0,0,13.7,0.0
station02,2018-10-14 14:30:00,0.0,0.0,13.54,52.55,0,0,13.3,0.0
station02,2018-10-14 14:45:00,0.0,0.0,13.26,53.37,0,0,12.9,0.0
station02,2018-10-14 15:00:00,0.0,0.0,13.01,54.09,0,0,12.3,0.0
station02,2018-10-14 15:15:00,0.0,0.0,12.76,54.81,0,0,12.4,0.0
station02,2018-10-14 15:30:00,0.0,0.0,12.56,55.35,0,0,12.3,0.0
station02,2018-10-14 15:45:00,0.0,0.0,12.38,55.77,0,0,12.7,0.0
station02,2018-10-14 16:00:00,0.0,0.0,12.34,47.75,0,0,12.0,0.0
station02,2018-10-14 16:15:00,0.0,0.0,12.27,47.99,0,0,12.3,0.0
station02,2018-10-14 16:30:00,0.0,0.0,12.21,48.25,0,0,12.4,0.0
station02,2018-10-14 16:45:00,0.0,0.0,12.11,48.62,0,0,12.1,0.0
station02,2018-10-14 17:00:00,0.0,0.0,12.0,48.99,0,0,12.1,0.0
station02,2018-10-14 17:15:00,0.0,0.0,11.89,49.39,0,0,12.4,0.0
station02,2018-10-14 17:30:00,0.0,0.0,11.79,49.76,0,0,12.1,0.0
station02,2018-10-14 17:45:00,0.0,0.0,11.69,50.13,0,0,12.2,0.0
station02,2018-10-14 18:00:00,0.0,0.0,11.61,50.47,0,0,12.3,0.0
station02,2018-10-14 18:15:00,0.0,0.0,11.45,50.98,0,0,12.3,0.0
station02,2018-10-14 18:30:00,0.0,0.0,11.29,51.48,0,0,12.3,0.0
station02,2018-10-14 18:45:00,0.0,0.0,11.15,51.95,0,0,12.4,0.0
station02,2018-10-14 19:00:00,0.0,0.0,10.98,52.51,0,0,12.0,0.0
station02,2018-10-14 19:15:00,0.0,0.0,10.8,53.12,0,0,11.2,0.0
station02,2018-10-14 19:30:00,0.0,0.0,10.62,53.75,0,0,11.5,0.0
station02,2018-10-14 19:45:00,0.0,0.0,10.46,54.31,0,0,11.9,0.0
station02,2018-10-14 20:00:00,0.0,0.0,10.33,54.79,0,0,11.9,0.0
station02,2018-10-14 20:15:00,0.0,0.0,10.18,55.32,0,0,11.7,0.0
station02,2018-10-14 20:30:00,0.0,0.0,10.04,55.84,0,0,11.4,0.0
station02,2018-10-14 20:45:00,0.0,0.0,9.89,56.38,0,0,11.4,0.0
station02,2018-10-14 21:00:00,0.0,0.0,9.75,56.94,0,0,11.3,0.0
station02,2018-10-14 21:15:00,0.0,0.0,9.6,57.51,0,0,11.4,0.0
station02,2018-10-14 21:30:00,0.0,0.0,9.47,58.01,0,0,11.1,0.0
station02,2018-10-14 21:45:00,0.0,0.0,9.36,58.48,0,0,10.8,0.0
station02,2018-10-14 22:00:00,0.0,0.0,9.26,58.88,0,0,11.1,0.0
station02,2018-10-14 22:15:00,0.0,0.0,9.17,59.24,0,0,10.5,0.0
station02,2018-10-14 22:30:00,0.0,0.0,9.09,59.59,0,0,10.8,0.0
station02,2018-10-14 22:45:00,4.75,1.78,9.09,59.71,6,4,10.9,0.0
station02,2018-10-14 23:00:00,19.97,12.04,9.3,59.21,20,14,10.7,0.14742
station02,2018-10-14 23:15:00,48.95,35.8,9.84,57.72,35,27,10.7,0.46578
station02,2018-10-14 23:30:00,69.89,54.22,10.42,56.35,40,33,10.9,0.6008100000000001
station02,2018-10-14 23:45:00,101.36,82.89,11.24,54.48,54,44,11.2,0.81543
station02,2018-10-15 00:00:00,121.98,102.08,12.2,52.35,115,83,11.1,1.68819
station02,2018-10-15 00:15:00,152.69,130.63,13.21,48.5,126,97,11.5,2.09139
station02,2018-10-15 00:30:00,172.03,148.71,13.91,46.6,186,143,12.2,3.31422
station02,2018-10-15 00:45:00,192.08,163.87,14.55,44.04,273,202,12.7,4.11915
station02,2018-10-15 01:00:00,216.56,191.13,15.09,42.54,128,105,13.1,2.22348
station02,2018-10-15 01:15:00,237.14,207.82,15.49,40.87,172,134,13.6,2.89023
station02,2018-10-15 01:30:00,234.75,190.75,15.78,40.47,194,153,13.7,3.3264
station02,2018-10-15 01:45:00,261.79,234.93,16.1,39.12,344,275,14.7,6.090631
station02,2018-10-15 02:00:00,256.79,228.0,16.27,38.39,384,278,15.7,6.5646
station02,2018-10-15 02:15:00,271.54,245.92,16.52,37.65,353,255,16.5,5.75715
station02,2018-10-15 02:30:00,276.33,252.1,16.76,36.86,359,264,16.700001,4.8150900000000005
station02,2018-10-15 02:45:00,282.49,257.83,16.96,35.95,661,456,16.1,9.794821
station02,2018-10-15 03:00:00,283.79,260.18,17.1,35.11,397,288,17.700001,6.591061
station02,2018-10-15 03:15:00,279.76,256.36,17.25,34.88,338,250,17.299999,5.22963
station02,2018-10-15 03:30:00,266.3,240.8,17.4,34.82,280,220,17.700001,4.698119999999999
station02,2018-10-15 03:45:00,262.15,234.76,17.61,34.7,282,219,17.799999,4.64457
station02,2018-10-15 04:00:00,256.64,229.81,17.84,34.53,307,237,18.299999,5.1954
station02,2018-10-15 04:15:00,254.66,232.7,18.09,34.03,276,215,18.0,4.471321
station02,2018-10-15 04:30:00,253.15,230.71,18.29,32.53,164,139,17.6,2.91312
station02,2018-10-15 04:45:00,249.98,224.19,18.44,32.15,172,147,17.6,3.17793
station02,2018-10-15 05:00:00,246.61,219.48,18.57,32.08,256,210,17.799999,4.52277
station02,2018-10-15 05:15:00,240.07,209.48,18.7,31.96,268,209,18.200001,4.07841
station02,2018-10-15 05:30:00,234.56,199.98,18.85,31.79,140,116,17.700001,2.72265
station02,2018-10-15 05:45:00,224.48,186.71,18.98,31.57,154,127,17.799999,2.86713
station02,2018-10-15 06:00:00,216.14,169.69,19.1,31.17,141,119,17.9,2.4759
station02,2018-10-15 06:15:00,204.01,164.16,19.19,30.83,130,112,17.6,2.3121
station02,2018-10-15 06:30:00,195.18,161.48,19.27,30.65,115,95,17.700001,2.03112
station02,2018-10-15 06:45:00,179.25,144.02,19.31,30.62,161,126,17.6,2.92551
station02,2018-10-15 07:00:00,166.53,123.07,19.35,30.62,135,110,17.9,2.32344
station02,2018-10-15 07:15:00,142.84,107.61,19.32,30.77,83,75,17.799999,1.41141
station02,2018-10-15 07:30:00,126.62,90.69,19.31,30.86,64,58,17.4,1.15248
station02,2018-10-15 07:45:00,109.24,81.56,19.28,30.99,53,47,17.299999,0.87885
station02,2018-10-15 08:00:00,91.69,76.3,19.21,31.19,48,41,17.299999,0.89397
station02,2018-10-15 08:15:00,67.48,54.61,19.11,31.4,35,30,17.4,0.60354
station02,2018-10-15 08:30:00,63.0,51.75,19.07,31.55,18,16,17.0,0.3456599999999999
station02,2018-10-15 08:45:00,37.39,24.71,18.83,32.29,7,7,16.5,0.13335
station02,2018-10-15 09:00:00,28.27,17.94,18.55,34.01,8,6,16.5,0.09492
station02,2018-10-15 09:15:00,13.98,8.14,17.96,36.34,7,7,16.200001,0.14028
station02,2018-10-15 09:30:00,6.09,3.24,17.7,37.07,3,3,15.9,0.01491
station02,2018-10-15 09:45:00,0.0,0.0,17.42,37.3,0,0,15.6,0.0
station02,2018-10-15 10:00:00,0.0,0.0,17.19,37.8,0,0,15.2,0.0
station02,2018-10-15 10:15:00,0.0,0.0,16.98,38.29,0,0,15.0,0.0
station02,2018-10-15 10:30:00,0.0,0.0,16.7,38.88,0,0,15.1,0.0
station02,2018-10-15 10:45:00,0.0,0.0,16.4,39.51,0,0,15.1,0.0
station02,2018-10-15 11:00:00,0.0,0.0,16.08,40.07,0,0,15.3,0.0
station02,2018-10-15 11:15:00,0.0,0.0,15.73,40.68,0,0,15.0,0.0
station02,2018-10-15 11:30:00,0.0,0.0,15.39,41.33,0,0,14.9,0.0
station02,2018-10-15 11:45:00,0.0,0.0,15.19,41.6,0,0,14.9,0.0
station02,2018-10-15 12:00:00,0.0,0.0,14.86,42.12,0,0,14.8,0.0
station02,2018-10-15 12:15:00,0.0,0.0,14.59,42.59,0,0,14.6,0.0
station02,2018-10-15 12:30:00,0.0,0.0,14.37,43.13,0,0,14.7,0.0
station02,2018-10-15 12:45:00,0.0,0.0,14.23,43.64,0,0,14.5,0.0
station02,2018-10-15 13:00:00,0.0,0.0,13.99,44.64,0,0,13.8,0.0
station02,2018-10-15 13:15:00,0.0,0.0,13.81,45.63,0,0,13.3,0.0
station02,2018-10-15 13:30:00,0.0,0.0,13.73,46.39,0,0,13.0,0.0
station02,2018-10-15 13:45:00,0.0,0.0,13.67,47.04,0,0,12.9,0.0
station02,2018-10-15 14:00:00,0.0,0.0,13.46,48.13,0,0,12.6,0.0
station02,2018-10-15 14:15:00,0.0,0.0,13.23,49.31,0,0,12.6,0.0
station02,2018-10-15 14:30:00,0.0,0.0,13.04,50.38,0,0,12.6,0.0
station02,2018-10-15 14:45:00,0.0,0.0,12.72,51.96,0,0,12.5,0.0
station02,2018-10-15 15:00:00,0.0,0.0,12.63,52.69,0,0,12.3,0.0
station02,2018-10-15 15:15:00,0.0,0.0,12.57,53.22,0,0,12.4,0.0
station02,2018-10-15 15:30:00,0.0,0.0,12.44,53.95,0,0,12.1,0.0
station02,2018-10-15 15:45:00,0.0,0.0,12.34,54.29,0,0,12.1,0.0
station02,2018-10-15 16:00:00,0.0,0.0,10.7,67.53,0,0,12.1,0.0
station02,2018-10-15 16:15:00,0.0,0.0,10.64,67.67,0,0,12.0,0.0
station02,2018-10-15 16:30:00,0.0,0.0,10.61,67.74,0,0,11.8,0.0
station02,2018-10-15 16:45:00,0.0,0.0,10.65,67.49,0,0,11.0,0.0
station02,2018-10-15 17:00:00,0.0,0.0,10.66,67.31,0,0,11.0,0.0
station02,2018-10-15 17:15:00,0.0,0.0,10.45,68.09,0,0,11.0,0.0
station02,2018-10-15 17:30:00,0.0,0.0,10.2,69.08,0,0,11.3,0.0
station02,2018-10-15 17:45:00,0.0,0.0,9.9,70.28,0,0,11.4,0.0
station02,2018-10-15 18:00:00,0.0,0.0,9.64,71.23,0,0,11.3,0.0
station02,2018-10-15 18:15:00,0.0,0.0,9.4,72.1,0,0,11.3,0.0
station02,2018-10-15 18:30:00,0.0,0.0,9.23,72.53,0,0,11.0,0.0
station02,2018-10-15 18:45:00,0.0,0.0,9.11,72.67,0,0,11.1,0.0
station02,2018-10-15 19:00:00,0.0,0.0,9.0,72.75,0,0,10.9,0.0
station02,2018-10-15 19:15:00,0.0,0.0,8.87,72.92,0,0,10.9,0.0
station02,2018-10-15 19:30:00,0.0,0.0,8.71,73.14,0,0,10.9,0.0
station02,2018-10-15 19:45:00,0.0,0.0,8.61,72.94,0,0,10.7,0.0
station02,2018-10-15 20:00:00,0.0,0.0,8.55,72.25,0,0,10.7,0.0
station02,2018-10-15 20:15:00,0.0,0.0,8.51,71.05,0,0,10.5,0.0
station02,2018-10-15 20:30:00,0.0,0.0,8.44,69.56,0,0,10.6,0.0
station02,2018-10-15 20:45:00,0.0,0.0,8.31,68.17,0,0,10.4,0.0
station02,2018-10-15 21:00:00,0.0,0.0,8.12,67.13,0,0,10.2,0.0
station02,2018-10-15 21:15:00,0.0,0.0,7.91,66.39,0,0,9.900001,0.0
station02,2018-10-15 21:30:00,0.0,0.0,7.75,65.81,0,0,9.8,0.0
station02,2018-10-15 21:45:00,0.0,0.0,7.63,65.37,0,0,9.7,0.0
station02,2018-10-15 22:00:00,0.0,0.0,7.55,65.07,0,0,9.900001,0.0
station02,2018-10-15 22:15:00,0.0,0.0,7.48,64.93,0,0,9.8,0.0
station02,2018-10-15 22:30:00,0.0,0.0,7.4,64.95,0,0,9.7,0.0
station02,2018-10-15 22:45:00,6.71,2.3,7.38,64.95,6,5,9.6,0.0
station02,2018-10-15 23:00:00,31.45,18.68,7.55,64.48,21,16,9.5,0.2576699999999999
station02,2018-10-15 23:15:00,78.36,57.04,8.07,62.53,38,29,9.5,0.73521
station02,2018-10-15 23:30:00,112.38,86.94,8.61,60.88,64,45,9.5,1.38957
station02,2018-10-15 23:45:00,164.9,134.66,9.42,58.52,164,67,9.900001,2.29593
station02,2018-10-16 00:00:00,199.83,167.07,10.31,55.25,210,117,10.5,3.13488
station02,2018-10-16 00:15:00,250.22,214.5,10.96,53.06,278,156,11.0,3.94527
station02,2018-10-16 00:30:00,278.92,242.05,11.62,52.47,336,185,11.0,4.86969
station02,2018-10-16 00:45:00,318.29,280.17,12.11,52.96,374,218,11.6,5.6769300000000005
station02,2018-10-16 01:00:00,339.13,300.74,12.55,56.03,468,266,12.8,6.93651
station02,2018-10-16 01:15:00,373.65,334.34,12.83,59.03,548,324,13.0,7.978110000000001
station02,2018-10-16 01:30:00,392.61,353.0,13.07,60.63,583,359,13.5,8.817691
station02,2018-10-16 01:45:00,417.07,377.24,13.35,61.15,527,374,14.7,9.64761
station02,2018-10-16 02:00:00,422.15,383.09,13.65,61.07,344,159,14.7,10.4664
station02,2018-10-16 02:15:00,432.23,393.84,13.98,60.37,768,431,14.7,11.19132
station02,2018-10-16 02:30:00,437.46,399.5,14.29,58.74,780,475,15.9,11.5731
station02,2018-10-16 02:45:00,458.82,420.16,14.56,57.86,836,501,15.8,11.86416
station02,2018-10-16 03:00:00,475.42,436.0,14.84,57.04,884,524,16.5,12.63591
station02,2018-10-16 03:15:00,482.05,442.82,15.13,56.22,929,549,17.6,12.83373
station02,2018-10-16 03:30:00,461.17,424.02,15.39,55.23,901,538,17.9,12.79761
station02,2018-10-16 03:45:00,432.54,398.05,15.65,53.45,888,560,18.299999,12.58299
station02,2018-10-16 04:00:00,412.88,380.09,15.86,52.83,303,172,18.5,10.28328
station02,2018-10-16 04:15:00,416.57,383.52,16.07,52.54,931,582,18.299999,12.79866
station02,2018-10-16 04:30:00,442.79,407.6,16.27,52.11,890,574,19.0,13.03239
station02,2018-10-16 04:45:00,482.84,444.2,16.46,51.37,922,604,18.6,13.22853
station02,2018-10-16 05:00:00,525.45,483.07,16.64,49.89,909,606,18.700001,12.95154
station02,2018-10-16 05:15:00,545.66,501.0,16.81,47.73,858,563,18.9,12.60084
station02,2018-10-16 05:30:00,544.89,499.69,16.94,45.91,821,544,19.0,12.21486
station02,2018-10-16 05:45:00,520.18,475.93,17.01,45.03,778,525,18.700001,11.61342
station02,2018-10-16 06:00:00,496.55,453.41,17.05,44.92,738,504,18.9,11.45592
station02,2018-10-16 06:15:00,458.48,417.14,17.05,45.44,705,488,19.1,10.97187
station02,2018-10-16 06:30:00,421.0,381.89,17.05,46.18,664,463,18.6,10.49643
station02,2018-10-16 06:45:00,366.27,330.43,17.01,46.99,588,407,18.5,9.786631
station02,2018-10-16 07:00:00,326.19,292.96,16.97,47.49,506,347,18.4,8.28324
station02,2018-10-16 07:15:00,289.74,258.09,16.9,47.66,496,337,18.4,8.09949
station02,2018-10-16 07:30:00,280.46,248.15,16.84,47.65,405,268,18.0,6.674639999999999
station02,2018-10-16 07:45:00,263.19,229.92,16.76,47.72,365,237,17.799999,5.76009
station02,2018-10-16 08:00:00,252.69,218.34,16.68,47.74,281,180,17.9,4.57611
station02,2018-10-16 08:15:00,213.55,180.51,16.54,47.83,227,144,17.6,3.64287
station02,2018-10-16 08:30:00,182.26,150.99,16.4,47.75,84,77,17.299999,2.69199
station02,2018-10-16 08:45:00,129.64,102.67,16.19,47.82,63,46,17.0,1.78185
station02,2018-10-16 09:00:00,94.64,71.41,15.97,48.21,40,30,16.700001,0.86835
station02,2018-10-16 09:15:00,44.97,29.35,15.53,49.75,21,16,16.200001,0.3948
station02,2018-10-16 09:30:00,16.46,8.18,14.86,52.58,6,5,15.8,0.10122
station02,2018-10-16 09:45:00,0.0,0.0,14.3,54.72,0,0,15.4,0.0
station02,2018-10-16 10:00:00,0.0,0.0,13.97,56.13,0,0,15.1,0.0
station02,2018-10-16 10:15:00,0.0,0.0,13.7,57.32,0,0,14.9,0.0
station02,2018-10-16 10:30:00,0.0,0.0,13.46,58.42,0,0,14.7,0.0
station02,2018-10-16 10:45:00,0.0,0.0,13.23,59.42,0,0,14.6,0.0
station02,2018-10-16 11:00:00,0.0,0.0,13.03,60.32,0,0,14.0,0.0
station02,2018-10-16 11:15:00,0.0,0.0,12.82,61.18,0,0,13.9,0.0
station02,2018-10-16 11:30:00,0.0,0.0,12.61,62.0,0,0,13.8,0.0
station02,2018-10-16 11:45:00,0.0,0.0,12.38,62.86,0,0,13.8,0.0
station02,2018-10-16 12:00:00,0.0,0.0,12.15,63.76,0,0,13.8,0.0
station02,2018-10-16 12:15:00,0.0,0.0,11.9,64.8,0,0,13.4,0.0
station02,2018-10-16 12:30:00,0.0,0.0,11.63,66.12,0,0,12.0,0.0
station02,2018-10-16 12:45:00,0.0,0.0,11.35,67.75,0,0,13.8,0.0
station02,2018-10-16 13:00:00,0.0,0.0,11.08,69.56,0,0,12.8,0.0
station02,2018-10-16 13:15:00,0.0,0.0,10.87,71.33,0,0,12.7,0.0
station02,2018-10-16 13:30:00,0.0,0.0,10.73,72.86,0,0,12.0,0.0
station02,2018-10-16 13:45:00,0.0,0.0,10.61,74.3,0,0,11.9,0.0
station02,2018-10-16 14:00:00,0.0,0.0,10.49,75.71,0,0,11.8,0.0
station02,2018-10-16 14:15:00,0.0,0.0,10.34,77.04,0,0,11.0,0.0
station02,2018-10-16 14:30:00,0.0,0.0,10.14,78.36,0,0,10.9,0.0
station02,2018-10-16 14:45:00,0.0,0.0,9.88,79.72,0,0,10.6,0.0
station02,2018-10-16 15:00:00,0.0,0.0,9.62,80.88,0,0,10.5,0.0
station02,2018-10-16 15:15:00,0.0,0.0,9.37,81.89,0,0,10.6,0.0
station02,2018-10-16 15:30:00,0.0,0.0,9.15,82.77,0,0,10.5,0.0
station02,2018-10-16 15:45:00,0.0,0.0,8.97,83.53,0,0,10.6,0.0
station02,2018-10-16 16:00:00,0.0,0.0,10.31,73.0,0,0,10.0,0.0
station02,2018-10-16 16:15:00,0.0,0.0,10.11,73.8,0,0,9.7,0.0
station02,2018-10-16 16:30:00,0.0,0.0,9.9,74.58,0,0,9.7,0.0
station02,2018-10-16 16:45:00,0.0,0.0,9.71,75.26,0,0,9.3,0.0
station02,2018-10-16 17:00:00,0.0,0.0,9.56,75.79,0,0,9.400001,0.0
station02,2018-10-16 17:15:00,0.0,0.0,9.39,76.38,0,0,9.6,0.0
station02,2018-10-16 17:30:00,0.0,0.0,9.25,76.9,0,0,9.8,0.0
station02,2018-10-16 17:45:00,0.0,0.0,9.09,77.52,0,0,9.8,0.0
station02,2018-10-16 18:00:00,0.0,0.0,8.95,78.05,0,0,9.5,0.0
station02,2018-10-16 18:15:00,0.0,0.0,8.81,78.55,0,0,9.2,0.0
station02,2018-10-16 18:30:00,0.0,0.0,8.7,78.93,0,0,8.900001,0.0
station02,2018-10-16 18:45:00,0.0,0.0,8.59,79.31,0,0,8.7,0.0
station02,2018-10-16 19:00:00,0.0,0.0,8.48,79.69,0,0,9.1,0.0
station02,2018-10-16 19:15:00,0.0,0.0,8.37,80.06,0,0,9.0,0.0
station02,2018-10-16 19:30:00,0.0,0.0,8.26,80.46,0,0,9.0,0.0
station02,2018-10-16 19:45:00,0.0,0.0,8.16,80.73,0,0,9.3,0.0
station02,2018-10-16 20:00:00,0.0,0.0,8.09,80.89,0,0,9.1,0.0
station02,2018-10-16 20:15:00,0.0,0.0,8.01,80.99,0,0,8.8,0.0
station02,2018-10-16 20:30:00,0.0,0.0,7.95,81.07,0,0,8.900001,0.0
station02,2018-10-16 20:45:00,0.0,0.0,7.86,81.25,0,0,8.7,0.0
station02,2018-10-16 21:00:00,0.0,0.0,7.77,81.46,0,0,8.5,0.0
station02,2018-10-16 21:15:00,0.0,0.0,7.68,81.62,0,0,8.2,0.0
station02,2018-10-16 21:30:00,0.0,0.0,7.6,81.7,0,0,8.3,0.0
station02,2018-10-16 21:45:00,0.0,0.0,7.54,81.71,0,0,8.2,0.0
station02,2018-10-16 22:00:00,0.0,0.0,7.48,81.7,0,0,8.5,0.0
station02,2018-10-16 22:15:00,0.0,0.0,7.43,81.68,0,0,8.400001,0.0
station02,2018-10-16 22:30:00,0.0,0.0,7.39,81.61,0,0,8.3,0.0
station02,2018-10-16 22:45:00,2.26,0.68,7.39,81.58,7,5,8.3,0.0
station02,2018-10-16 23:00:00,12.11,7.08,7.48,81.35,34,19,8.1,0.36939
station02,2018-10-16 23:15:00,30.63,22.2,7.86,79.67,48,32,8.2,0.8584799999999999
station02,2018-10-16 23:30:00,43.73,33.44,8.3,77.68,70,46,8.400001,1.57395
station02,2018-10-16 23:45:00,63.45,49.94,8.95,75.16,188,63,8.900001,2.34486
station02,2018-10-17 00:00:00,73.34,53.58,9.65,72.7,246,126,9.5,3.14643
station02,2018-10-17 00:15:00,88.05,61.64,10.23,70.53,309,157,10.0,4.14267
